QP=22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encode Order, Type, POC, QP, Bits, Scenecut, RateFactor, Y PSNR, U PSNR, V PSNR, YUV PSNR, SSIM, SSIM(dB), Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8
6, I-SLICE,6,26.22,500040,0,25.087,41.973,44.423,44.572,42.604,0.969985,15.227,23,  -, -,0.00%,0.00%,0.00%,4.81%,2.68%,10.97%,6.77%,2.73%,24.10%,6.32%,1.62%,26.74%,13.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
7, I-SLICE,7,26.23,500792,0,25.087,41.95,44.422,44.593,42.59,0.969858,15.208,22,  -, -,0.00%,0.00%,0.00%,5.12%,2.51%,11.43%,7.20%,2.72%,24.53%,5.63%,1.31%,27.22%,12.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8, I-SLICE,8,26.23,499640,0,25.087,41.961,44.434,44.615,42.602,0.969931,15.219,21,  -, -,0.00%,0.00%,0.00%,4.55%,2.23%,10.84%,8.01%,2.73%,24.47%,5.98%,1.71%,26.59%,12.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
9, I-SLICE,9,26.24,497600,0,25.087,41.966,44.399,44.601,42.599,0.969886,15.212,20,  -, -,0.00%,0.00%,0.00%,5.11%,2.62%,10.75%,7.29%,2.46%,24.45%,6.92%,1.67%,26.80%,11.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
10, I-SLICE,10,26.24,497920,0,25.087,41.99,44.423,44.651,42.627,0.970037,15.234,19,  -, -,0.00%,0.00%,0.00%,5.16%,2.52%,10.26%,7.14%,2.89%,23.59%,5.87%,1.52%,28.74%,12.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
11, I-SLICE,11,26.22,497288,0,25.087,41.984,44.459,44.629,42.624,0.970058,15.237,18,  -, -,0.00%,0.00%,0.00%,4.49%,2.27%,11.56%,7.45%,2.58%,24.07%,6.24%,1.33%,28.11%,11.91%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
12, I-SLICE,12,26.24,496008,0,25.087,41.996,44.45,44.606,42.629,0.970094,15.242,17,  -, -,0.00%,0.00%,0.00%,4.70%,2.20%,10.97%,6.93%,2.49%,24.42%,6.48%,1.65%,28.00%,12.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
13, I-SLICE,13,26.21,497464,0,25.087,42.009,44.479,44.646,42.648,0.970098,15.243,16,  -, -,0.00%,0.00%,0.00%,4.56%,2.82%,10.87%,6.76%,2.86%,23.58%,6.63%,1.75%,27.26%,12.91%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
14, I-SLICE,14,26.21,499456,0,25.087,42.003,44.456,44.573,42.631,0.97011,15.245,15,  -, -,0.00%,0.00%,0.00%,4.46%,2.67%,10.67%,7.30%,3.18%,24.62%,6.40%,1.78%,26.53%,12.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
15, I-SLICE,15,26.23,498960,0,25.087,41.969,44.486,44.677,42.622,0.970046,15.236,14,  -, -,0.00%,0.00%,0.00%,5.06%,2.71%,10.68%,7.35%,2.81%,24.96%,7.11%,1.31%,25.24%,12.77%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
16, I-SLICE,16,26.22,498752,0,25.087,41.969,44.426,44.582,42.603,0.969994,15.228,13,  -, -,0.00%,0.00%,0.00%,4.80%,2.49%,10.70%,7.21%,2.65%,23.92%,6.72%,1.63%,27.89%,11.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
17, I-SLICE,17,26.18,500616,0,25.087,41.985,44.448,44.611,42.621,0.970127,15.247,12,  -, -,0.00%,0.00%,0.00%,5.10%,2.51%,11.10%,7.09%,2.54%,24.63%,6.54%,1.72%,25.80%,12.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
18, I-SLICE,18,26.18,498256,0,25.087,42.009,44.469,44.577,42.638,0.970244,15.264,11,  -, -,0.00%,0.00%,0.00%,5.20%,2.49%,10.06%,7.02%,2.49%,24.49%,6.34%,1.52%,27.48%,12.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
19, I-SLICE,19,26.2,497776,0,25.087,42.018,44.448,44.56,42.639,0.97027,15.268,10,  -, -,0.00%,0.00%,0.00%,5.31%,2.59%,10.42%,7.14%,2.46%,23.76%,8.63%,1.60%,26.87%,11.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20, I-SLICE,20,26.19,493872,0,25.087,42.016,44.504,44.674,42.659,0.970335,15.278,9,  -, -,0.00%,0.00%,0.00%,5.43%,2.46%,11.40%,7.27%,2.84%,24.27%,5.73%,1.75%,26.19%,12.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
21, I-SLICE,21,26.17,491368,0,25.087,42.083,44.446,44.634,42.697,0.970586,15.314,8,  -, -,0.00%,0.00%,0.00%,4.90%,2.42%,10.80%,6.49%,2.63%,24.53%,6.83%,1.49%,27.98%,11.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
22, I-SLICE,22,26.17,491040,0,25.087,42.085,44.47,44.642,42.703,0.970591,15.315,7,  -, -,0.00%,0.00%,0.00%,4.73%,2.16%,11.03%,6.59%,2.86%,25.19%,7.06%,1.56%,27.16%,11.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
23, I-SLICE,23,26.16,489960,0,25.087,42.105,44.491,44.661,42.723,0.970614,15.319,6,  -, -,0.00%,0.00%,0.00%,4.66%,2.39%,10.85%,7.29%,2.69%,23.45%,7.26%,2.01%,26.69%,12.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
24, I-SLICE,24,26.16,489656,0,25.087,42.083,44.55,44.666,42.714,0.970556,15.31,5,  -, -,0.00%,0.00%,0.00%,4.93%,2.35%,10.94%,7.12%,2.94%,24.35%,5.90%,1.34%,27.13%,13.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
25, I-SLICE,25,26.15,490408,0,25.087,42.097,44.537,44.686,42.726,0.970527,15.306,4,  -, -,0.00%,0.00%,0.00%,4.45%,2.28%,10.74%,7.50%,2.99%,26.44%,6.32%,1.24%,26.23%,11.81%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
26, I-SLICE,26,26.16,490096,0,25.087,42.091,44.504,44.645,42.712,0.970467,15.297,3,  -, -,0.00%,0.00%,0.00%,4.59%,2.41%,11.47%,7.35%,3.07%,24.80%,5.96%,1.56%,25.72%,13.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
27, I-SLICE,27,26.15,488648,0,25.087,42.107,44.496,44.654,42.724,0.970684,15.329,2,  -, -,0.00%,0.00%,0.00%,4.64%,2.53%,10.66%,7.11%,3.17%,23.41%,6.28%,1.46%,27.88%,12.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
28, I-SLICE,28,26.14,489712,0,25.087,42.121,44.517,44.661,42.738,0.97075,15.339,1,  -, -,0.00%,0.00%,0.00%,4.63%,2.17%,10.76%,6.13%,2.75%,23.94%,6.59%,1.44%,29.83%,11.76%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
29, I-SLICE,29,26.12,487176,0,25.087,42.14,44.533,44.683,42.757,0.970782,15.344,0,  -, -,0.00%,0.00%,0.00%,4.39%,2.51%,10.65%,6.90%,3.07%,25.86%,6.00%,1.42%,25.24%,13.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version,,,,,,
 --input Bosphorus.yuv -f 30 --input-res 1920x1080 --fps 120 --log-level 2 --csv logBosphorus.csv --csv-log-level 1 --qpfile qp.txt --ssim --psnr -o Bosphorus.mp4, Tue May  5 07:18:06 2020,32.06,0.94,59586.72,42.016,44.463,44.629,42.648,0.970227,15.262,30,26.2,59586.72,42.016,44.463,44.629,15.262, -, -, -, -, -, -, -, -, -, -, -, -, -, -,241,155,2.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP=32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0, I-SLICE,0,30.31,306536,0,25.087,39.688,43.016,43.241,40.549,0.953298,13.307,29,  -, -,0.00%,0.00%,0.00%,5.73%,1.99%,13.84%,8.71%,2.71%,28.36%,5.49%,1.26%,23.77%,8.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1, I-SLICE,1,30.28,305984,0,25.087,39.684,43.019,43.253,40.547,0.953261,13.303,28,  -, -,0.00%,0.00%,0.00%,5.43%,2.18%,14.01%,8.60%,2.30%,28.67%,5.70%,1.06%,24.30%,7.76%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2, I-SLICE,2,30.29,305608,0,25.087,39.69,42.984,43.242,40.546,0.953318,13.308,27,  -, -,0.00%,0.00%,0.00%,5.50%,2.11%,12.46%,9.06%,3.01%,28.34%,5.87%,1.14%,24.69%,7.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
3, I-SLICE,3,30.28,304400,0,25.087,39.673,43.033,43.278,40.543,0.953118,13.29,26,  -, -,0.00%,0.00%,0.00%,5.33%,2.20%,13.77%,9.30%,2.32%,27.29%,6.47%,1.29%,24.74%,7.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
4, I-SLICE,4,30.28,305608,0,25.087,39.676,43.081,43.23,40.546,0.953237,13.301,25,  -, -,0.00%,0.00%,0.00%,6.07%,2.30%,14.09%,8.83%,2.23%,27.07%,5.48%,1.07%,24.47%,8.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
5, I-SLICE,5,30.29,305960,0,25.087,39.684,43.116,43.258,40.56,0.953284,13.305,24,  -, -,0.00%,0.00%,0.00%,5.37%,2.69%,12.70%,8.76%,2.76%,26.52%,6.33%,1.04%,26.80%,7.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
6, I-SLICE,6,30.3,304352,0,25.087,39.672,43.071,43.256,40.545,0.952952,13.275,23,  -, -,0.00%,0.00%,0.00%,5.70%,2.24%,13.82%,8.83%,2.35%,28.91%,6.57%,0.98%,23.46%,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
7, I-SLICE,7,30.28,303912,0,25.087,39.695,43.044,43.266,40.56,0.953263,13.303,22,  -, -,0.00%,0.00%,0.00%,6.15%,2.13%,13.90%,9.25%,2.90%,26.02%,5.83%,1.22%,25.08%,7.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8, I-SLICE,8,30.3,303120,0,25.087,39.661,43.024,43.231,40.527,0.952943,13.274,21,  -, -,0.00%,0.00%,0.00%,6.48%,2.03%,14.06%,8.29%,2.52%,25.74%,6.40%,1.20%,25.94%,7.34%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
9, I-SLICE,9,30.29,303136,0,25.087,39.665,42.987,43.199,40.522,0.953003,13.279,20,  -, -,0.00%,0.00%,0.00%,6.19%,2.54%,13.40%,8.87%,2.10%,27.78%,6.21%,1.03%,24.67%,7.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
10, I-SLICE,10,30.25,301696,0,25.087,39.705,43.07,43.256,40.569,0.95319,13.297,19,  -, -,0.00%,0.00%,0.00%,6.26%,2.62%,13.83%,10.03%,2.39%,28.08%,5.95%,1.02%,23.46%,6.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
11, I-SLICE,11,30.32,302096,0,25.087,39.692,43.048,43.227,40.553,0.953257,13.303,18,  -, -,0.00%,0.00%,0.00%,5.89%,2.18%,12.78%,8.97%,2.53%,28.24%,7.22%,1.48%,23.00%,7.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
12, I-SLICE,12,30.29,302984,0,25.087,39.727,43.035,43.24,40.58,0.953484,13.324,17,  -, -,0.00%,0.00%,0.00%,6.44%,2.35%,13.51%,8.64%,2.22%,28.32%,6.00%,1.74%,23.13%,7.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
13, I-SLICE,13,30.25,303352,0,25.087,39.71,43.072,43.239,40.571,0.953329,13.31,16,  -, -,0.00%,0.00%,0.00%,6.41%,2.56%,14.98%,9.55%,2.47%,26.62%,6.78%,1.42%,21.80%,7.42%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
14, I-SLICE,14,30.27,304112,0,25.087,39.719,42.959,43.191,40.558,0.953425,13.318,15,  -, -,0.00%,0.00%,0.00%,5.80%,2.86%,12.12%,10.42%,2.33%,28.85%,6.11%,1.19%,23.30%,7.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
15, I-SLICE,15,30.28,303272,0,25.087,39.718,43.013,43.216,40.567,0.953367,13.313,14,  -, -,0.00%,0.00%,0.00%,5.42%,2.00%,12.81%,10.55%,2.65%,29.06%,6.81%,1.29%,22.48%,6.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
16, I-SLICE,16,30.29,303296,0,25.087,39.686,43.024,43.234,40.547,0.953238,13.301,13,  -, -,0.00%,0.00%,0.00%,5.59%,2.49%,13.09%,9.04%,2.57%,28.39%,6.26%,1.18%,24.62%,6.77%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
17, I-SLICE,17,30.26,305064,0,25.087,39.681,43.08,43.24,40.551,0.953153,13.293,12,  -, -,0.00%,0.00%,0.00%,6.17%,2.18%,14.10%,8.76%,2.51%,29.79%,5.91%,1.28%,22.67%,6.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
18, I-SLICE,18,30.3,303968,0,25.087,39.706,43.036,43.185,40.557,0.953431,13.319,11,  -, -,0.00%,0.00%,0.00%,6.10%,2.79%,13.07%,9.37%,2.67%,28.40%,7.02%,1.38%,22.66%,6.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
19, I-SLICE,19,30.26,302544,0,25.087,39.721,43.053,43.248,40.578,0.953645,13.339,10,  -, -,0.00%,0.00%,0.00%,5.87%,2.30%,14.13%,9.33%,2.68%,28.59%,6.96%,1.37%,21.48%,7.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20, I-SLICE,20,30.26,300448,0,25.087,39.734,43.08,43.227,40.589,0.953868,13.36,9,  -, -,0.00%,0.00%,0.00%,6.14%,2.62%,13.16%,9.30%,2.26%,27.76%,5.76%,1.15%,25.05%,6.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
21, I-SLICE,21,30.22,298432,0,25.087,39.798,43.032,43.243,40.633,0.954361,13.407,8,  -, -,0.00%,0.00%,0.00%,6.04%,2.79%,14.02%,9.42%,2.51%,28.58%,6.20%,1.22%,22.62%,6.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
22, I-SLICE,22,30.22,298072,0,25.087,39.781,43.104,43.257,40.631,0.954259,13.397,7,  -, -,0.00%,0.00%,0.00%,6.25%,2.72%,14.16%,9.24%,2.27%,28.06%,6.64%,1.17%,22.80%,6.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
23, I-SLICE,23,30.22,297800,0,25.087,39.828,43.054,43.273,40.662,0.954432,13.413,6,  -, -,0.00%,0.00%,0.00%,5.55%,2.27%,13.55%,8.96%,2.57%,28.74%,7.18%,1.39%,23.02%,6.77%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
24, I-SLICE,24,30.21,297968,0,25.087,39.813,43.075,43.191,40.643,0.954169,13.388,5,  -, -,0.00%,0.00%,0.00%,5.56%,2.04%,13.03%,9.05%,2.44%,31.29%,6.04%,1.13%,22.41%,7.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
25, I-SLICE,25,30.21,298064,0,25.087,39.81,43.122,43.293,40.659,0.954098,13.382,4,  -, -,0.00%,0.00%,0.00%,5.27%,2.34%,13.78%,10.99%,2.54%,29.26%,6.17%,1.41%,21.36%,6.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
26, I-SLICE,26,30.19,298344,0,25.087,39.834,43.128,43.286,40.677,0.954201,13.391,3,  -, -,0.00%,0.00%,0.00%,5.14%,1.65%,13.81%,9.16%,2.80%,30.31%,6.60%,1.17%,22.25%,7.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
27, I-SLICE,27,30.19,296544,0,25.087,39.793,43.114,43.306,40.647,0.954184,13.39,2,  -, -,0.00%,0.00%,0.00%,6.16%,2.02%,13.63%,9.72%,2.36%,29.99%,6.88%,1.04%,21.67%,6.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
28, I-SLICE,28,30.2,297176,0,25.087,39.844,43.13,43.283,40.685,0.954463,13.416,1,  -, -,0.00%,0.00%,0.00%,5.39%,1.91%,13.55%,9.74%,2.37%,28.32%,6.18%,1.32%,24.30%,6.91%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
29, I-SLICE,29,30.21,298000,0,25.087,39.886,43.104,43.313,40.717,0.954766,13.445,0,  -, -,0.00%,0.00%,0.00%,5.50%,2.14%,12.45%,8.96%,2.28%,28.67%,6.77%,1.80%,24.15%,7.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version,,,,,,
 --input Bosphorus.yuv -f 30 --input-res 1920x1080 --fps 120 --log-level 2 --csv logBosphorus.csv --csv-log-level 1 --qpfile qp.txt --ssim --psnr -o Bosphorus.mp4, Tue May  5 07:36:32 2020,32.59,0.92,36247.39,39.732,43.057,43.247,40.587,0.9536,13.335,30,30.26,36247.39,39.732,43.057,43.247,13.335, -, -, -, -, -, -, -, -, -, -, -, -, -, -,241,155,2.6,,,,,,
